Country of Registration,Event,Event Start Date,Event End Date,Name of vessel,Vessel Type,Main fishing gear,Subsidiary fishing gear 1,LOA,Tonnage GT,Power of main engine,MMSIstr
ESP,MOD,2014-02-20,2014-03-16,MASJID,FX,OTB,NK,17.6,31.65,117.65,224065430
ESP,MOD,2014-03-17,2100-12-31,MASJID,FX,OTB,NK,17.6,31.65,117.65,224065430
ESP,CST,2002-09-19,2002-12-31,DE LA MORENA,FX,OTB,NK,23.02,50.29,165.44,224063280
ESP,MOD,2003-01-01,2005-10-31,DE LA MORENA,FX,OTB,NK,23.02,50.29,165.44,224063280
ESP,MOD,2005-11-01,2006-01-09,DE LA MORENA,FX,OTB,NK,23.02,50.29,165.44,224063280
ESP,MOD,2006-01-10,2019-05-08,DE LA MORENA,FX,OTB,NK,23.02,50.29,165.44,224063280
ESP,MOD,2019-05-09,2019-10-07,DE LA MORENA,FX,OTB,NK,23.02,50.29,165.44,224063280
ESP,MOD,2019-10-08,2100-12-31,DE LA MORENA,FX,OTB,NK,23.02,50.29,165.44,224063280
ESP,CST,2002-09-26,2002-12-31,NOVA TRAMONTANA,FX,OTB,NK,24.86,61.56,258.82,224058130
ESP,MOD,2003-01-01,2100-12-31,NOVA TRAMONTANA,FX,OTB,NK,24.86,61.56,258.82,224058130
ESP,CST,2002-10-08,2002-12-31,ES NIELL,FX,OTB,NK,21.5,70.61,234.56,224066530
ESP,MOD,2003-01-01,2100-12-31,ES NIELL,FX,OTB,NK,21.5,70.61,234.56,224066530
ESP,CST,2002-10-10,2002-12-31,HERMANOS CARRILLO VICTORIA,FX,OTB,NK,22.82,50.39,198.5,224066630
ESP,MOD,2003-01-01,2003-08-25,HERMANOS CARRILLO VICTORIA,FX,OTB,NK,22.82,50.39,198.5,224066630
ESP,MOD,2003-08-26,2003-12-14,HERMANOS CARRILLO VICTORIA,FX,OTB,NK,22.82,50.39,198.5,224066630
ESP,MOD,2003-12-15,2017-07-10,HERMANOS CARRILLO VICTORIA,FX,OTB,NK,22.82,50.39,198.5,224066630
ESP,MOD,2017-07-11,2017-09-21,HERMANOS CARRILLO VICTORIA,FX,OTB,NK,22.82,50.39,198.5,224066630
ESP,MOD,2017-09-22,2100-12-31,HERMANOS CARRILLO VICTORIA,FX,OTB,NK,22.82,50.39,198.5,224066630
ESP,CST,2002-10-24,2002-12-31,GOBER CUARTO,FX,OTB,PTB,29.0,222.98,174.0,224068180
ESP,MOD,2003-01-01,2014-10-21,GOBER CUARTO,FX,OTB,PTB,29.0,222.98,174.0,224068180
ESP,MOD,2014-10-22,2014-12-15,GOBER CUARTO,FX,OTB,PTB,29.0,222.98,174.0,224068180
ESP,MOD,2014-12-16,2015-01-14,GOBER CUARTO,FX,OTB,PTB,29.0,222.98,174.0,224068180
ESP,MOD,2015-01-15,2015-04-06,GOBER CUARTO,FX,OTB,PTB,29.0,222.98,174.0,224068180
ESP,MOD,2015-04-07,2015-04-13,GOBER CUARTO,FX,OTB,PTB,29.0,222.98,174.0,224068180
ESP,MOD,2015-04-14,2018-08-31,GOBER CUARTO,FX,OTB,PTB,29.0,222.98,174.0,224068180
ESP,MOD,2018-09-01,2018-09-03,GOBER CUARTO,FX,OTB,PTB,29.0,222.98,174.0,224068180
ESP,MOD,2018-09-04,2019-12-31,GOBER CUARTO,FX,OTB,PTB,29.0,222.98,174.0,224068180
ESP,MOD,2020-01-01,2020-01-28,GOBER CUARTO,FX,OTB,PTB,29.0,222.98,174.0,224068180
ESP,MOD,2020-01-29,2020-10-31,GOBER CUARTO,FX,OTB,PTB,29.0,222.98,174.0,224068180
ESP,MOD,2020-11-01,2020-11-02,GOBER CUARTO,FX,OTB,PTB,29.0,222.98,174.0,224068180
ESP,MOD,2020-11-03,2025-09-30,GOBER CUARTO,FX,OTB,PTB,29.0,222.98,174.0,224068180
ESP,MOD,2025-10-01,2025-10-13,GOBER CUARTO,FX,OTB,PTB,29.0,222.98,174.0,224068180
ESP,MOD,2025-10-14,2100-12-31,GOBER CUARTO,FX,OTB,PTB,29.0,222.98,174.0,224068180
ESP,CST,2002-10-25,2002-12-31,PRAIA DE RODEIRA,FX,OTB,PTB,40.0,453.0,574.0,224546000
ESP,MOD,2003-01-01,2004-05-10,PRAIA DE RODEIRA,FX,OTB,PTB,40.0,453.0,574.0,224546000
ESP,MOD,2004-05-11,2007-07-24,PRAIA DE RODEIRA,FX,OTB,PTB,40.0,453.0,574.0,224546000
ESP,MOD,2007-07-25,2007-08-31,PRAIA DE RODEIRA,FX,OTB,PTB,40.0,453.0,574.0,224546000
ESP,MOD,2007-09-01,2007-10-29,PRAIA DE RODEIRA,FX,OTB,PTB,40.0,453.0,574.0,224546000
ESP,MOD,2007-10-30,2007-12-31,PRAIA DE RODEIRA,FX,OTB,PTB,40.0,453.0,574.0,224546000
ESP,MOD,2008-01-01,2008-05-22,PRAIA DE RODEIRA,FX,OTB,PTB,40.0,453.0,574.0,224546000
ESP,MOD,2008-05-23,2008-08-30,PRAIA DE RODEIRA,FX,OTB,PTB,40.0,453.0,574.0,224546000
ESP,MOD,2008-08-31,2008-11-04,PRAIA DE RODEIRA,FX,OTB,PTB,40.0,453.0,574.0,224546000
ESP,MOD,2008-11-05,2009-04-30,PRAIA DE RODEIRA,FX,OTB,PTB,40.0,453.0,574.0,224546000
ESP,MOD,2009-05-01,2009-06-14,PRAIA DE RODEIRA,FX,OTB,PTB,40.0,453.0,574.0,224546000
ESP,MOD,2009-06-15,2009-08-31,PRAIA DE RODEIRA,FX,OTB,PTB,40.0,453.0,574.0,224546000
ESP,MOD,2009-09-01,2009-10-20,PRAIA DE RODEIRA,FX,OTB,PTB,40.0,453.0,574.0,224546000
ESP,MOD,2009-10-21,2009-12-31,PRAIA DE RODEIRA,FX,OTB,PTB,40.0,453.0,574.0,224546000
ESP,MOD,2010-01-01,2010-02-23,PRAIA DE RODEIRA,FX,OTB,PTB,40.0,453.0,574.0,224546000
ESP,MOD,2010-02-24,2010-03-31,PRAIA DE RODEIRA,FX,OTB,PTB,40.0,453.0,574.0,224546000
ESP,MOD,2010-04-01,2010-06-29,PRAIA DE RODEIRA,FX,OTB,PTB,40.0,453.0,574.0,224546000
ESP,MOD,2010-06-30,2010-09-30,PRAIA DE RODEIRA,FX,OTB,PTB,40.0,453.0,574.0,224546000
ESP,MOD,2010-10-01,2010-11-16,PRAIA DE RODEIRA,FX,OTB,PTB,40.0,453.0,574.0,224546000
ESP,MOD,2010-11-17,2011-03-31,PRAIA DE RODEIRA,FX,OTB,PTB,40.0,453.0,574.0,224546000
ESP,MOD,2011-04-01,2011-05-04,PRAIA DE RODEIRA,FX,OTB,PTB,40.0,453.0,574.0,224546000
ESP,MOD,2011-05-05,2011-09-30,PRAIA DE RODEIRA,FX,OTB,PTB,40.0,453.0,574.0,224546000
ESP,MOD,2011-10-01,2011-10-26,PRAIA DE RODEIRA,FX,OTB,PTB,40.0,453.0,574.0,224546000
ESP,MOD,2011-10-27,2012-06-15,PRAIA DE RODEIRA,FX,OTB,PTB,40.0,453.0,574.0,224546000
ESP,MOD,2012-06-16,2012-07-04,PRAIA DE RODEIRA,FX,OTB,PTB,40.0,453.0,574.0,224546000
ESP,MOD,2012-07-05,2012-07-31,PRAIA DE RODEIRA,FX,OTB,PTB,40.0,453.0,574.0,224546000
ESP,MOD,2012-08-01,2014-01-22,PRAIA DE RODEIRA,FX,OTB,PTB,40.0,453.0,574.0,224546000
ESP,MOD,2014-01-23,2015-03-31,PRAIA DE RODEIRA,FX,OTB,PTB,40.0,453.0,574.0,224546000
ESP,MOD,2015-04-01,2015-04-05,PRAIA DE RODEIRA,FX,OTB,PTB,40.0,453.0,574.0,224546000
ESP,MOD,2015-04-06,2018-06-30,PRAIA DE RODEIRA,FX,OTB,PTB,40.0,453.0,574.0,224546000
ESP,MOD,2018-07-01,2018-10-30,PRAIA DE RODEIRA,FX,OTB,PTB,40.0,453.0,574.0,224546000
ESP,MOD,2018-10-31,2019-03-31,PRAIA DE RODEIRA,FX,OTB,PTB,40.0,453.0,574.0,224546000
ESP,MOD,2019-04-01,2019-09-03,PRAIA DE RODEIRA,FX,OTB,PTB,40.0,453.0,574.0,224546000
ESP,MOD,2019-09-04,2019-12-31,PRAIA DE RODEIRA,FX,OTB,PTB,40.0,453.0,574.0,224546000
ESP,MOD,2020-01-01,2020-01-03,PRAIA DE RODEIRA,FX,OTB,PTB,40.0,453.0,574.0,224546000
ESP,MOD,2020-01-04,2022-12-31,PRAIA DE RODEIRA,FX,OTB,PTB,40.0,453.0,574.0,224546000
ESP,MOD,2023-01-01,2023-02-02,PRAIA DE RODEIRA,FX,OTB,PTB,40.0,453.0,574.0,224546000
ESP,MOD,2023-02-03,2023-12-31,PRAIA DE RODEIRA,FX,OTB,PTB,40.0,453.0,574.0,224546000
ESP,MOD,2024-01-01,2024-02-06,PRAIA DE RODEIRA,FX,OTB,PTB,40.0,453.0,574.0,224546000
ESP,MOD,2024-02-07,2024-11-06,PRAIA DE RODEIRA,FX,OTB,PTB,40.0,453.0,574.0,224546000
ESP,MOD,2024-11-07,2024-12-31,PRAIA DE RODEIRA,FX,OTB,PTB,40.0,453.0,574.0,224546000
ESP,MOD,2025-01-01,2025-05-05,PRAIA DE RODEIRA,FX,OTB,PTB,40.0,453.0,574.0,224546000
ESP,MOD,2025-05-06,2025-07-02,PRAIA DE RODEIRA,FX,OTB,PTB,40.0,453.0,574.0,224546000
ESP,EXP,2025-07-03,2025-07-03,PRAIA DE RODEIRA,FX,OTB,PTB,40.0,453.0,574.0,224546000
ESP,CST,2002-10-29,2002-12-31,SEGUNDO CRISTOBAL MARTIN,FX,OTB,NK,17.93,82.49,268.38,224067580
ESP,MOD,2003-01-01,2007-04-25,SEGUNDO CRISTOBAL MARTIN,FX,OTB,NK,17.93,82.49,268.38,224067580
ESP,MOD,2007-04-26,2019-11-25,SEGUNDO CRISTOBAL MARTIN,FX,OTB,NK,17.93,82.49,268.38,224067580
ESP,MOD,2019-11-26,2100-12-31,SEGUNDO CRISTOBAL MARTIN,FX,OTB,NK,17.93,82.49,268.38,224067580
ESP,CST,2002-12-12,2002-12-31,RUMBO SOHAIL,FX,OTB,NK,20.8,69.77,242.65,224068550
ESP,MOD,2003-01-01,2100-12-31,RUMBO SOHAIL,FX,OTB,NK,20.8,69.77,242.65,224068550
ESP,CST,2002-12-17,2002-12-31,MARGALEF CABANES,FX,OTB,NO,20.0,61.76,66.19,224060290
ESP,MOD,2003-01-01,2005-01-30,MARGALEF CABANES,FX,OTB,NO,20.0,61.76,66.19,224060290
ESP,MOD,2005-01-31,2005-03-30,MARGALEF CABANES,FX,OTB,NO,20.0,61.76,66.18,224060290
ESP,MOD,2005-03-31,2013-02-06,MARGALEF CABANES,FX,OTB,NO,20.0,61.76,66.18,224060290
ESP,MOD,2013-02-07,2100-12-31,MARGALEF CABANES,FX,OTB,NO,20.0,61.76,66.18,224060290
ESP,CST,2003-01-14,2005-03-06,JUAN Y VICTORIA,FX,OTB,NK,18.1,28.79,58.82,224047870
ESP,MOD,2005-03-07,2008-08-28,JUAN Y VICTORIA,FX,OTB,NK,18.1,28.79,58.82,224047870
ESP,MOD,2008-08-29,2008-10-15,JUAN Y VICTORIA,FX,OTB,NK,18.1,28.79,58.82,224047870
ESP,MOD,2008-10-16,2100-12-31,JUAN Y VICTORIA,FX,OTB,NK,18.1,28.79,58.82,224047870
ESP,CST,2003-01-14,2005-04-07,NOU ESTEVE,FX,OTB,NK,26.53,178.49,367.65,224080940
ESP,MOD,2005-04-08,2005-05-16,NOU ESTEVE,FX,OTB,NK,26.53,178.49,367.65,224080940
ESP,MOD,2005-05-17,2005-11-03,NOU ESTEVE,FX,OTB,NK,26.53,178.49,367.65,224080940
ESP,MOD,2005-11-04,2100-12-31,NOU ESTEVE,FX,OTB,NK,26.53,178.49,367.65,224080940
ESP,CST,2003-01-14,2020-04-06,PALANDRIU,FX,OTB,NK,24.85,81.15,347.79,224072190
ESP,MOD,2020-04-07,2100-12-31,PALANDRIU,FX,OTB,NO,25.0,82.5,347.79,224072190
ESP,CST,2003-01-14,2012-09-27,NUEVO EVA MARIA,FX,OTB,NK,16.35,23.67,133.13,224245520
ESP,MOD,2012-09-28,2100-12-31,NUEVO EVA MARIA,FX,OTB,NK,16.35,23.67,106.0,224245520
ESP,CST,2003-01-14,2008-01-22,NUEVO RIO CARTUJA,FX,OTB,NK,23.0,102.72,242.71,224071890
ESP,MOD,2008-01-23,2022-12-08,NUEVO RIO CARTUJA,FX,OTB,NK,23.0,102.72,194.0,224071890
ESP,MOD,2022-12-09,2023-01-11,NUEVO RIO CARTUJA,FX,OTB,NK,23.0,102.72,194.0,224071890
ESP,MOD,2023-01-12,2024-08-01,NUEVO RIO CARTUJA,FX,OTB,NK,23.0,102.72,194.0,224071890
ESP,MOD,2024-08-02,2100-12-31,NUEVO RIO CARTUJA,FX,OTB,NK,23.0,102.72,194.0,224071890
ESP,MOD,2003-01-29,2008-05-22,MANUEL ANGEL NORES,FX,OTB,PTB,72.2,1513.58,1617.0,224978000
ESP,MOD,2008-05-23,2010-10-13,MANUEL ANGEL NORES,FX,OTB,PTB,72.2,1513.58,1617.0,224978000
ESP,MOD,2010-10-14,2014-04-22,MANUEL ANGEL NORES,FX,OTB,PTB,72.2,1513.58,1617.0,224978000
ESP,MOD,2014-04-23,2021-04-05,MANUEL ANGEL NORES,FX,OTB,PTB,72.2,1499.0,1617.0,224978000
ESP,MOD,2021-04-06,2100-12-31,MANUEL ANGEL NORES,FX,OTB,PTB,72.2,1499.0,1617.0,224978000
ESP,CST,2003-01-16,2100-12-31,L'ILLA PLANA,FX,OTB,NK,23.32,73.45,189.7,224071970
ESP,CST,2003-01-30,2005-03-14,MIGUEL Y MILAGROS,FX,OTB,NO,19.25,39.86,199.0,224072150
ESP,MOD,2005-03-15,2009-04-13,MIGUEL Y MILAGROS,FX,OTB,NO,19.25,39.86,199.0,224072150
ESP,MOD,2009-04-14,2009-05-27,MIGUEL Y MILAGROS,FX,OTB,NO,19.25,39.86,199.0,224072150
ESP,MOD,2009-05-28,2011-02-03,MIGUEL Y MILAGROS,FX,OTB,NO,19.25,39.86,199.0,224072150
ESP,MOD,2011-02-04,2021-06-01,MIGUEL Y MILAGROS,FX,OTB,NO,19.25,39.86,199.0,224072150
ESP,MOD,2021-06-02,2100-12-31,MIGUEL Y MILAGROS,FX,OTB,NO,19.25,39.86,199.0,224072150
ESP,CST,2003-02-13,2007-02-27,PEIXEMAR DOS,FX,OTB,PTB,38.8,392.0,645.77,224273000
ESP,MOD,2007-02-28,2012-09-26,PEIXEMAR DOS,FX,OTB,PTB,38.8,392.0,645.77,224273000
ESP,MOD,2012-09-27,2012-10-02,PEIXEMAR DOS,FX,OTB,PTB,38.8,392.0,645.77,224273000
ESP,MOD,2012-10-03,2015-09-15,PEIXEMAR DOS,FX,OTB,PTB,38.8,392.0,645.77,224273000
ESP,MOD,2015-09-16,2015-11-30,PEIXEMAR DOS,FX,OTB,PTB,38.8,392.0,645.77,224273000
ESP,MOD,2015-12-01,2100-12-31,PEIXEMAR DOS,FX,OTB,PTB,38.8,392.0,809.97,224273000
ESP,CST,2003-02-13,2007-06-27,NUEVO CARRILLO GARCIA,FX,OTB,NK,22.92,54.16,230.21,224072870
ESP,MOD,2007-06-28,2010-04-11,NUEVO CARRILLO GARCIA,FX,OTB,NK,22.92,54.16,230.21,224072870
ESP,MOD,2010-04-12,2100-12-31,NUEVO CARRILLO GARCIA,FX,OTB,NK,22.92,54.16,230.15,224072870
ESP,CST,2003-02-13,2100-12-31,VICENT GRAS,FX,OTB,NO,25.03,67.91,323.53,224072230
ESP,CST,2003-02-18,2009-12-06,MIKALET,FX,OTB,NK,21.53,45.37,72.79,224068480
ESP,MOD,2009-12-07,2100-12-31,MIKALET,FX,OTB,NK,21.53,45.37,72.79,224068480
ESP,CST,2003-02-18,2100-12-31,ANA VAZQUEZ,FX,OTB,NK,14.83,12.6,101.47,224318280
PRT,IMP,2018-05-21,2018-05-24,CASADO MARTIN,TTW,OTB,NO,23.04,50.29,165.5,263435370
PRT,MOD,2018-05-25,2019-12-26,CASADO MARTIN,TTW,OTB,NO,23.04,50.29,165.5,263435370
PRT,MOD,2019-12-27,2021-05-31,CASADO MARTIN,TTW,OTB,NO,23.0,75.58,165.5,263435370
PRT,MOD,2021-06-01,2022-02-09,CASADO MARTIN,TTW,OTB,NO,23.0,75.58,165.5,263435370
PRT,MOD,2022-02-10,2022-03-14,CASADO MARTIN,TTW,OTB,NO,23.0,75.58,165.5,263435370
PRT,MOD,2022-03-15,2024-05-07,CASADO MARTIN,TTW,OTB,NO,23.0,75.58,165.5,263435370
PRT,MOD,2024-05-08,2024-12-31,CASADO MARTIN,TTW,OTB,NO,23.0,75.58,165.5,263435370
PRT,MOD,2025-01-01,2100-12-31,CASADO MARTIN,TTW,OTB,NO,23.0,75.58,165.5,263435370
ESP,CST,2003-02-28,2005-08-08,EL BOGAVANTE,FX,OTB,NK,24.85,104.72,367.65,224073660
ESP,MOD,2005-08-09,2006-04-24,VERGE LORETO SEGONA,FX,OTB,NK,24.85,104.72,367.65,224073660
ESP,MOD,2006-04-25,2100-12-31,VERGE LORETO SEGONA,FX,OTB,NK,24.85,104.72,367.65,224073660
ESP,CST,2003-03-04,2018-01-28,VIRGEN DEL FARO,FX,OTB,NK,30.5,235.0,367.75,224071740
ESP,MOD,2018-01-29,2019-01-30,VIRGEN DEL FARO,FX,OTB,NK,30.5,235.0,625.0,224071740
ESP,MOD,2019-01-31,2022-04-10,VIRGEN DEL FARO,FX,OTB,NK,30.5,235.0,625.0,224071740
ESP,MOD,2022-04-11,2100-12-31,VIRGEN DEL FARO,FX,OTB,NK,30.5,235.0,625.0,224071740
ESP,CST,2003-03-05,2019-03-25,JUAN PRIN,FX,OTB,NK,19.85,73.07,183.82,224069980
ESP,MOD,2019-03-26,2021-10-03,NUEVO ABUELO JOSE,FX,OTB,NK,19.85,73.07,183.82,224069980
ESP,MOD,2021-10-04,2024-11-11,NUEVO ABUELO JOSE,FX,OTB,NK,19.85,73.07,183.82,224069980
ESP,MOD,2024-11-12,2024-11-18,NUEVO ABUELO JOSE,FX,OTB,NK,19.85,73.07,183.82,224069980
ESP,MOD,2024-11-19,2100-12-31,NUEVO ABUELO JOSE,FX,OTB,NK,19.85,73.07,183.82,224069980
ESP,CST,2003-03-12,2014-10-14,GUILLO PEREZ,FX,OTB,NK,23.77,75.48,226.47,224072690
ESP,MOD,2014-10-15,2014-12-02,GUILLO PEREZ,FX,OTB,NK,23.77,75.48,226.47,224072690
ESP,MOD,2014-12-03,2100-12-31,GUILLO PEREZ,FX,OTB,NK,23.77,75.48,226.47,224072690
ESP,CST,2003-03-12,2013-04-01,NUEVO COSTA DORADA,FX,OTB,NO,19.58,55.42,294.93,224068290
ESP,MOD,2013-04-02,2017-09-27,NUEVO COSTA DORADA,FX,OTB,NO,19.58,72.0,294.93,224068290
ESP,MOD,2017-09-28,2025-04-23,NUEVO COSTA DORADA,FX,OTB,NO,19.58,72.0,294.85,224068290
ESP,MOD,2025-04-24,2025-08-25,NUEVO COSTA DORADA,FX,OTB,NO,19.58,72.0,294.85,224068290
ESP,MOD,2025-08-26,2100-12-31,NUEVO COSTA DORADA,FX,OTB,NO,19.58,72.0,294.85,224068290
ESP,CST,2003-03-12,2100-12-31,ELORZ SEGON,FX,OTB,NK,24.8,104.8,341.91,224055250
PRT,IMP,2019-11-11,2020-01-31,SIMON BALAYO SAMBADE,TTW,OTB,NO,30.35,249.0,559.2,263436260
PRT,MOD,2020-02-01,2020-03-10,SIMON BALAYO SAMBADE,TTW,OTB,NO,30.35,249.0,559.2,263436260
PRT,MOD,2020-03-11,2020-09-11,SIMON BALAYO SAMBADE,TTW,OTB,NO,30.35,249.0,559.2,263436260
PRT,MOD,2020-09-12,2020-12-31,SIMON BALAYO SAMBADE,TTW,OTB,NO,30.35,249.0,559.2,263436260
PRT,MOD,2021-01-01,2021-05-31,SIMON BALAYO SAMBADE,TTW,OTB,NO,30.35,249.0,559.2,263436260
PRT,MOD,2021-06-01,2022-03-14,SIMON BALAYO SAMBADE,TTW,OTB,NO,30.35,249.0,559.2,263436260
PRT,MOD,2022-03-15,2022-09-27,SIMON BALAYO SAMBADE,TTW,OTB,NO,30.35,249.0,559.2,263436260
PRT,MOD,2022-09-28,2022-10-16,SIMON BALAYO SAMBADE,TTW,OTB,NO,30.35,249.0,729.2,263436260
PRT,MOD,2022-10-17,2100-12-31,SIMON BALAYO SAMBADE,TTW,OTB,NO,33.7,269.0,729.2,263436260
ESP,CST,2003-03-24,2018-09-12,ALCATRAZ DEL MAR,FX,OTB,NK,18.2,55.0,198.58,224073640
ESP,MOD,2018-09-13,2018-09-17,ALCATRAZ DEL MAR,FX,OTB,NK,18.2,55.0,198.58,224073640
ESP,MOD,2018-09-18,2100-12-31,ALCATRAZ DEL MAR,FX,OTB,NK,18.2,55.0,198.58,224073640
ESP,CST,2003-04-08,2100-12-31,CAP PRIM SEGON,FX,OTB,NK,23.47,61.2,294.85,224076360
ESP,CST,2003-04-22,2011-05-29,JOSE Y FLORENTINO,FX,OTB,NK,20.6,46.51,231.62,224076430
ESP,MOD,2011-05-30,2011-05-30,JOSE Y FLORENTINO,FX,OTB,NK,20.6,46.51,231.62,224076430
ESP,MOD,2011-05-31,2017-03-15,JOSE Y FLORENTINO,FX,OTB,NK,20.6,46.51,231.62,224076430
ESP,MOD,2017-03-16,2017-03-22,JOSE Y FLORENTINO,FX,OTB,NK,20.6,46.51,231.62,224076430
ESP,MOD,2017-03-23,2018-05-13,JOSE Y FLORENTINO,FX,OTB,NK,20.6,46.51,231.62,224076430
ESP,MOD,2018-05-14,2018-06-11,ABUELA ROSARIO,FX,OTB,NK,20.6,46.51,231.62,224076430
ESP,MOD,2018-06-12,2018-10-28,ABUELA ROSARIO,FX,OTB,NK,20.6,46.51,231.62,224076430
ESP,MOD,2018-10-29,2024-08-04,ABUELA ROSARIO,FX,OTB,NK,20.6,46.51,231.62,224076430
ESP,MOD,2024-08-05,2100-12-31,ABUELA ROSARIO,FX,OTB,NK,20.6,46.51,231.62,224076430
ESP,CST,2003-04-25,2004-02-26,MARENYERO,FX,OTB,NK,21.0,66.3,198.53,224071730
ESP,MOD,2004-02-27,2013-04-01,MARENYERO,FX,OTB,NK,21.0,66.3,198.53,224071730
ESP,MOD,2013-04-02,2100-12-31,MARENYERO,FX,OTB,NK,21.0,82.0,198.53,224071730
ESP,CST,2003-05-19,2100-12-31,GEMA JESUS DOS,FX,OTB,NK,19.26,47.5,220.0,224077390
ESP,CST,2003-05-29,2015-02-01,ANTONIA MARTI,FX,OTB,NO,24.98,126.92,363.97,224082780
ESP,MOD,2015-02-02,2015-05-11,ANTONIA MARTI,FX,OTB,NO,24.98,126.92,363.97,224082780
ESP,MOD,2015-05-12,2100-12-31,ANTONIA MARTI,FX,OTB,NO,24.98,126.92,363.97,224082780
ESP,CST,2003-05-29,2100-12-31,PLAYA DE AGUIÑO,FX,OTB,NO,29.0,205.7,367.65,224083350
ESP,CST,2003-05-29,2005-03-14,NUEVO GODIE,FX,OTB,NO,23.3,91.65,117.65,224080230
ESP,MOD,2005-03-15,2100-12-31,NUEVO GODIE,FX,OTB,NO,23.3,91.65,117.65,224080230
ESP,CST,2003-05-29,2100-12-31,PEÑISCOLA,FX,OTB,NK,24.78,75.99,242.65,224068470
ESP,CST,2003-06-06,2011-02-02,MARIA DOS ANXOS,FX,OTB,NK,30.0,212.0,397.17,224081150
ESP,MOD,2011-02-03,2011-02-21,MARIA DOS ANXOS,FX,OTB,NK,30.0,212.0,397.17,224081150
ESP,MOD,2011-02-22,2020-06-03,MARIA DOS ANXOS,FX,OTB,NK,30.0,212.0,397.17,224081150
ESP,MOD,2020-06-04,2100-12-31,MARIA DOS ANXOS,FX,OTB,NK,30.0,212.0,528.68,224081150
ESP,CST,2003-06-06,2010-09-16,SALVADOR CAZORLA,FX,OTB,NO,24.88,78.33,95.59,224082480
ESP,MOD,2010-09-17,2012-05-09,SALVADOR CAZORLA,FX,OTB,NO,24.88,78.33,95.59,224082480
ESP,MOD,2012-05-10,2014-08-19,SALVADOR CAZORLA,FX,OTB,NO,24.88,78.33,95.59,224082480
ESP,MOD,2014-08-20,2017-05-25,SALVADOR CAZORLA,FX,OTB,NO,24.88,78.33,95.59,224082480
ESP,MOD,2017-05-26,2017-09-18,SALVADOR CAZORLA,FX,OTB,NO,24.88,78.33,95.59,224082480
ESP,MOD,2017-09-19,2018-09-30,SALVADOR CAZORLA,FX,OTB,NO,24.88,78.33,95.59,224082480
ESP,MOD,2018-10-01,2020-10-22,GONZALEZ BELMONTE,FX,OTB,NO,24.88,78.33,95.59,224082480
ESP,MOD,2020-10-23,2100-12-31,GONZALEZ BELMONTE,FX,OTB,NO,24.88,78.33,95.59,224082480
ESP,CST,2003-06-12,2021-12-13,HERMANOS NETO,FX,OTB,NK,21.65,46.81,97.06,224073350
ESP,MOD,2021-12-14,2022-03-20,HERMANOS NETO,FX,OTB,NK,21.65,46.81,97.06,224073350
ESP,MOD,2022-03-21,2023-05-11,HERMANOS NETO,FX,OTB,NK,21.65,46.81,97.06,224073350
ESP,MOD,2023-05-12,2023-08-09,HERMANOS NETO,FX,OTB,NK,21.65,46.81,97.06,224073350
ESP,MOD,2023-08-10,2100-12-31,HERMANOS NETO,FX,OTB,NK,21.65,46.81,97.06,224073350
ESP,CST,2003-06-18,2009-10-27,EL MUSIC SEGUNDO,FX,OTB,NK,24.56,81.37,294.2,224071540
ESP,MOD,2009-10-28,2100-12-31,EL MUSIC SEGUNDO,FX,OTB,NO,24.56,81.37,295.59,224071540
ESP,CST,2003-06-18,2100-12-31,NOVA MARISIN,FX,OTB,NK,24.1,92.88,319.85,224070170
ESP,CST,2003-06-18,2011-08-21,PEPE ARMONIA,FX,OTB,NK,23.0,98.28,58.84,224013460
ESP,MOD,2011-08-22,2011-10-06,PEPE ARMONIA,FX,OTB,NK,23.0,98.28,58.84,224013460
ESP,MOD,2011-10-07,2015-04-22,PEPE ARMONIA,FX,OTB,NK,23.0,98.28,58.84,224013460
ESP,MOD,2015-04-23,2019-01-27,PEPE ARMONIA,FX,OTB,NK,23.0,98.28,367.64,224013460
ESP,MOD,2019-01-28,2100-12-31,PEPE ARMONIA,FX,OTB,NK,23.0,99.98,367.64,224013460
ESP,CST,2003-06-20,2005-03-14,NUEVO FALETE MARIA,FX,OTB,NK,16.34,23.85,69.87,224075280
ESP,MOD,2005-03-15,2014-01-22,NUEVO FALETE MARIA,FX,OTB,NK,16.34,23.85,69.87,224075280
ESP,MOD,2014-01-23,2014-02-23,NUEVO FALETE MARIA,FX,OTB,NK,16.34,23.85,69.87,224075280
ESP,MOD,2014-02-24,2014-12-01,NUEVO FALETE MARIA,FX,OTB,NK,16.34,23.85,69.87,224075280
ESP,MOD,2014-12-02,2017-06-20,NUEVO FALETE MARIA,FX,OTB,NK,16.34,23.85,69.85,224075280
ESP,MOD,2017-06-21,2100-12-31,SERGIO Y JESICA,FX,OTB,NK,16.34,23.85,69.85,224075280
ESP,CST,2003-06-26,2021-06-06,MICHIN,FX,OTB,NK,19.03,40.97,145.59,224071870
ESP,MOD,2021-06-07,2021-06-22,MICHIN,FX,OTB,NK,19.03,40.97,145.59,224071870
ESP,MOD,2021-06-23,2022-03-03,MICHIN,FX,OTB,NK,19.03,40.97,145.59,224071870
ESP,MOD,2022-03-04,2022-04-10,MICHIN,FX,OTB,NK,19.03,40.97,145.59,224071870
ESP,MOD,2022-04-11,2100-12-31,MIGUEL EL TORRERO,FX,OTB,NK,19.03,40.97,145.59,224071870
